Date,1-3-BDE,1-Butene,Acetylene,,C2H5SH,,C3-Lighter,,C5-C6 Plus,CH3SH,,cis-2-Butene,Cl,CO,CO2,,COS,CS2,Cu Strip @37.8oC,Density @15C,DES,DMS,Ethane,Ethylene,H2,H2S,i-Butane,"i-Butane,n-Butane",i-Butylene,i-Butyl Mercaptan,i-C3H7SH,i-Pentane,MA,Mercaptan,MES,Methane,N2,n-Butane,N-Butyl Mercaptan,n-Pentane,O2,"Pentane,Heavier",Propadiene,Propane,Propylene,sec-Butyl Mercaptan,SO2,Sp.Gr. @60/60F,Tert-Butyl Mercaptan,Thiophene,Total Cl,Total Cl,trans-2-Butene
6/8/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,5.9,0.1,0.1,,26.7,50.6,0.7,,,,0.1,,,0.1,0.1,23.9,,,,4.2,0.1,37.9,0.2,,,,,,,,0.2
6/12/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2020 10:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,5.1,0.1,0.1,,30.7,55.4,0.6,,,,0.1,,,0.1,0.1,24.7,,,,1.9,0.1,36.3,0.2,,,,,,,,0.2
6/19/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.3,0.1,0.1,,28.7,51.8,0.6,,,,0.1,,,0.1,0.1,23.1,,,,1.5,0.1,39.2,0.2,,,,,,,,0.1
6/26/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,5.1,0.1,0.1,,33.3,63.1,0.8,,,,0.1,,,0.1,0.1,29.8,,,,1.2,0.1,29.1,0.2,,,,,,,,0.2
7/3/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.7,0.1,0.1,,33.3,57.3,0.7,,,,0.1,,,0.1,0.1,24,,,,0.7,0.1,34,0.2,,,,,,,,0.2
7/10/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2020 23:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,8,0.1,0.1,,28.1,50.4,0.6,,,,0.1,,,0.2,0.1,22.3,,,,3.1,0.1,37.1,0.2,,,,,,,,0.2
7/17/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.8,0.1,0.1,,33.2,58.8,0.8,,,,0.1,,,0.1,0.1,25.6,,,,0.1,0.1,33.1,0.2,,,,,,,,0.1
7/24/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2020 20:30,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,7,0.1,0.1,,30.1,55.3,0.7,,,,0.1,,,0.1,0.1,25.2,,,,0.5,0.1,35.9,0.2,,,,,,,,0.2
7/31/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,4.8,0.1,0.1,,27,50,0.6,,,,0.1,,,0.1,0.1,23,,,,6.3,0.1,38,0.2,,,,,,,,0.1
8/7/2020 07:00,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,
8/7/2020 07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,
8/7/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2020 07:00,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,
8/10/2020 07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,
8/10/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,7.5,0.1,0.1,,29.4,52,0.6,,,,0.1,,,0.2,0.1,22.6,,,,0.1,0.1,39.4,0.2,,,,,,,,0.1
8/14/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.2,,0.1,0.1,,,,,,,,7.4,0.1,0.1,,28.3,52.8,0.8,,,,0.1,,,0.2,0.1,24.5,,,,2.9,0.1,35.1,0.3,,,,,,,,0.2
8/21/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5372,,,8.5,0.1,0.1,,25.2,45.6,0.5,,,,0.1,,,0.2,0.1,20.4,,,,4.9,0.1,39.9,0.2,,,0.5371,,,,,0.1
8/28/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2020 20:30,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5402,,,7.3,0.1,0.1,,31.1,56.2,0.6,,,,0.1,,,0.2,0.1,25.1,,,,0.9,0.1,34.3,0.2,,,0.5401,,,,,0.1
9/4/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5453,,,6.1,0.1,0.1,,31.7,58.7,0.7,,,,0.1,,,0.1,0.1,27,,,,2.3,0.1,31.5,0.2,,,0.5452,,,,,0.2
9/11/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2020 20:00,0.1,0.2,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5428,,,6.1,0.1,0.1,,30.7,56.8,0.7,,,,0.1,,,0.1,0.1,26.1,,,,1.2,0.1,34.4,0.2,,,0.5427,,,,,0.2
9/18/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5353,,,8.7,0.1,0.1,,24,45.1,0.5,,,,0.1,,,0.2,0.1,21.1,,,,3.7,0.1,41.3,0.2,,,0.5352,,,,,0.1
9/25/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.539,,,6.5,0.1,0.1,,30.8,55,0.6,,,,0.1,,,0.1,0.1,24.2,,,,0.1,0.1,37.4,0.2,,,0.5389,,,,,0.1
10/2/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5455,,,4.8,0.1,0.1,,27.7,52.5,0.6,,,,0.1,,,0.1,0.1,24.8,,,,4.3,0.1,37.1,0.2,,,0.5454,,,,,0.2
10/9/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2020 20:30,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5362,,,8.4,0.1,0.1,,28.6,51.3,0.5,,,,0.1,,,0.2,0.1,22.7,,,,1.4,0.1,37.8,0.2,,,0.5361,,,,,0.1
10/16/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5379,,,7.7,0.1,0.1,,27.9,51.2,0.6,,,,0.1,,,0.2,0.1,23.3,,,,1.8,0.1,37.9,0.2,,,0.5378,,,,,0.2
10/23/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5351,,,8.8,0.1,0.1,,28.1,50.3,0.6,,,,0.1,,,0.2,0.1,22.2,,,,1.3,0.1,38.4,0.2,,,0.535,,,,,0.1
10/30/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5383,,,7.7,0.1,0.1,,30.5,53.8,0.6,,,,0.1,,,0.2,0.1,23.3,,,,1,0.1,36.1,0.2,,,0.5382,,,,,0.2
11/6/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2020 20:30,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5421,,,7,0.1,0.1,,29.1,52.7,0.6,,,,0.1,,,0.2,0.1,23.6,,,,3.7,0.1,35.2,0.2,,,0.542,,,,,0.2
11/13/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5398,,,6.2,0.1,0.1,,29.5,52.2,0.6,,,,0.1,,,0.1,0.1,22.7,,,,1.5,0.1,38.9,0.2,,,0.5397,,,,,0.2
11/20/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2020 20:30,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5452,,,5.5,0.1,0.1,,30.9,56.3,0.6,,,,0.1,,,0.2,0.1,25.4,,,,3.1,0.1,33.7,0.2,,,0.5451,,,,,0.2
11/27/2020 20:30,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2020 20:00,,,,,,,,,,,,,,,,,,,No. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2020 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2020 07:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5401,,,7.6,0.1,0.1,,29.7,52.8,0.6,,,,0.1,,,0.2,0.1,23.1,,,,2.7,0.1,35.5,0.2,,,0.54,,,,,0.2
12/4/2020 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2020 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2020 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2020 07:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5353,,,8.7,0.1,0.1,,24.4,45.5,0.5,,,,0.1,,,0.3,0.1,21.1,,,,3.7,0.1,40.9,0.2,,,0.5352,,,,,0.1
12/11/2020 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2020 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2020 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2020 07:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5329,,,10,0.1,0.1,,27.7,50.5,0.6,,,,0.1,,,0.3,0.1,22.8,,,,0.6,0.1,37.5,0.3,,,0.5328,,,,,0.1
12/18/2020 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2020 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2020 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2020 06:30,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5382,,,7,0.1,0.1,,28.5,52.1,0.7,,,,0.1,,,0.2,0.1,23.6,,,,1.1,0.1,38.5,0.2,,,0.5381,,,,,0.1
12/25/2020 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2020 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2020 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2020 06:30,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5375,,,9.5,0.1,0.1,,26.1,46,0.5,,,,0.1,,,0.3,0.1,19.9,,,,5.9,0.1,37.4,0.2,,,0.5374,,,,,0.1
1/1/2021 06:30,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2021 07:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5451,,,5.7,0.1,0.1,,28.5,55.4,0.7,,,,0.1,,,0.1,0.1,26.9,,,,3.1,0.1,34.4,0.2,,,0.545,,,,,0.2
1/8/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
