Date,1-3-BDE,1-Butene,Acetylene,,C2H5SH,,C3-Lighter,,C5-C6 Plus,CH3SH,,cis-2-Butene,Cl,CO,CO2,,COS,CS2,Cu Strip @37.8oC,Density @15C,DES,DMS,Ethane,Ethylene,H2,H2S,i-Butane,"i-Butane,n-Butane",i-Butylene,i-Butyl Mercaptan,i-C3H7SH,i-Pentane,MA,Mercaptan,MES,Methane,N2,n-Butane,N-Butyl Mercaptan,n-Pentane,O2,"Pentane,Heavier",Propadiene,Propane,Propylene,sec-Butyl Mercaptan,SO2,Sp.Gr. @60/60F,Tert-Butyl Mercaptan,Thiophene,Total Cl,Total Cl,trans-2-Butene
1/13/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2021 07:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5331,,,10.9,0.1,0.1,,25.8,46.2,0.6,,,,0.1,,,0.3,0.1,20.4,,,,3.6,0.1,37.9,0.3,,,0.533,,,,,0.1
1/15/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2021 07:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5323,,,9.9,0.1,0.1,,28.5,49.5,0.6,,,,0.1,,,0.3,0.1,21,,,,0.6,0.1,38.4,0.3,,,0.5322,,,,,0.2
1/22/2021 06:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2021 06:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5418,,,5.7,0.1,0.1,,30,56.3,0.6,,,,0.1,,,1,0.1,26.3,,,,1.2,0.1,34.6,0.2,,,0.5417,,,,,0.2
1/29/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2021 07:00,0.1,0.2,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5448,,,5.1,0.1,0.1,,30.1,54.8,0.6,,,,0.1,,,0.1,0.1,24.7,,,,3,0.1,35.7,0.2,,,0.5447,,,,,0.2
2/5/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2021 07:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5421,,,6.2,0.1,0.1,,30,55.3,0.6,,,,0.1,,,0.2,0.1,25.3,,,,1.7,0.1,35.4,0.2,,,0.542,,,,,0.2
2/12/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2021 07:00,,,,,,,,,,,,,,,,,,,No. 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2021 07:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5359,,,7.9,0.1,0.1,,27,49.2,0.5,,,,0.1,,,0.2,0.1,22.2,,,,1.5,0.1,39.9,0.4,,,0.5358,,,,,0.2
2/19/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2021 07:00,0.1,0.2,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,0.5445,,,5.9,0.1,0.1,,26.6,50.5,0.6,,,,0.1,,,0.1,0.1,23.9,,,,5.3,0.1,36.8,0.3,,,0.5444,,,,,0.2
2/26/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2021 07:00,0.1,0.2,0.1,,,,41.8,,0.1,,,0.1,,0.1,0.1,,,,,0.5428,,,6.6,0.1,0.1,,29.2,53.5,0.7,,,2.9,0.1,,,0.1,0.1,24.3,,0.2,0.1,3.2,0.1,35.1,0.3,,,0.5427,,,,,0.2
3/5/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2021 07:00,0.1,0.2,0.1,,,,45.5,,0.1,,,0.1,,0.1,0.1,,,,,0.5365,,,8.9,0.1,0.1,,28,51.6,0.7,,,1.3,0.1,,,0.2,0.1,23.6,,0.1,0.1,1.4,0.1,36.4,0.3,,,0.5364,,,,,0.2
3/12/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2021 07:00,,,,,,,,,,,,,,,,,,,No. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2021 07:00,0.1,0.1,0.1,,,,46,,0.1,,,0.1,,0.1,0.1,,,,,0.5396,,,6.6,0.1,0.1,,27.6,50.2,0.6,,,2.3,0.1,,,0.1,0.1,22.6,,0.2,0.1,2.6,0.1,39.3,0.2,,,0.5395,,,,,0.2
3/19/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2021 07:00,,,,,,,,,,,,,,,,,,,No. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2021 07:00,0.1,0.1,0.1,,,,45.2,,0.1,,,0.1,,0.1,0.1,,,,,0.5404,,,6.6,0.1,0.1,,27,49.9,0.5,,,2.9,0.1,,,0.2,0.4,22.9,,0.3,0.1,3.3,0.1,38.4,0.2,,,0.5403,,,,,0.2
3/26/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 07:00,0.1,0.2,0.1,,,,36,,0.1,,,0.2,,0.1,0.1,,,,,0.5484,,,4.7,0.1,0.1,,29.6,60.3,0.9,,,1.5,0.1,,,0.1,0.1,30.7,,0.2,0.1,1.8,0.1,31.2,0.2,,,0.5483,,,,,0.3
4/2/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2021 07:00,0.1,0.2,0.1,,,,39.4,,0.1,,,0.1,,0.1,0.1,,,,,0.544,,,5,0.1,0.1,,34.1,57.8,0.8,,,1,0.1,,,0.1,0.1,23.7,,0.1,0.1,1.1,0.1,34.3,0.4,,,0.5439,,,,,0.2
4/9/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2021 07:00,0.1,0.1,0.1,,,,42.7,,0.1,,,0.1,,0.1,0.1,,,,,0.5407,,,6.2,0.1,0.1,,31.5,55.1,0.6,,,0.8,0.1,,,0.1,0.1,23.6,,0.1,0.1,0.9,0.1,36.4,0.2,,,0.5406,,,,,0.2
4/16/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2021 07:00,0.1,0.2,0.1,,,,31.7,,0.1,,,0.2,,0.1,0.1,,,,,0.5546,,,1.8,0.1,0.1,,34,63.4,0.8,,,2.9,0.1,,,0.1,0.1,29.4,,0.3,0.1,3.3,0.1,29.9,0.2,,,0.5545,,,,,0.2
4/23/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2021 07:00,0.1,0.1,0.1,,,,44.3,,0.1,,,0.1,,0.1,0.1,,,,,0.5385,,,7.1,0.1,0.1,,30.3,53.8,0.6,,,0.6,0.1,,,0.2,0.1,23.5,,0.1,0.1,0.6,0.1,37,0.2,,,0.5384,,,,,0.2
4/30/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2021 07:00,,,,,,,,,,,,,,,,,,,No. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2021 07:00,0.1,0.1,0.1,,,,44.6,,0.1,,,0.1,,0.1,0.1,,,,,0.5401,,,5.7,0.1,0.1,,30,53.4,0.6,,,0.7,0.1,,,0.1,0.1,23.4,,0.1,0.1,0.8,0.1,38.8,0.2,,,0.54,,,,,0.2
5/7/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2021 07:00,0.1,0.1,0.1,,,,44.7,,0.1,,,0.1,,0.1,0.1,,,,,0.5406,,,7,0.1,0.1,,28.5,49.9,0.6,,,3.9,0.1,,,0.2,0.1,21.4,,0.1,0.1,4.1,0.1,37.5,0.2,,,0.5405,,,,,0.2
5/14/2021 07:00,,,,,,,,,,,,,,,,,,,No. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2021 07:00,0.1,0.2,0.1,,,,44.7,,0.1,,,0.1,,0.1,0.1,,,,,0.5385,,,7.6,0.1,0.1,,29.2,52.5,0.7,,,1.4,0.1,,,0.1,0.1,23.3,,0.1,0.1,1.4,0.1,37,0.2,,,0.5384,,,,,0.2
5/21/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2021 07:00,0.1,0.1,0.1,,,,43.9,,0.1,,,0.1,,0.1,0.1,,,,,0.5397,,,7.4,0.1,0.1,,29.1,52.4,0.6,,,2.1,0.1,,,0.2,0.1,23.3,,0.2,0.1,2.4,0.1,36.3,0.2,,,0.5396,,,,,0.2
5/28/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2021 07:00,0.1,0.1,0.1,,,,40.5,,0.1,,,0.1,,0.1,0.1,,,,,0.545,,,5.9,0.1,0.1,,30.3,53.7,0.7,,,3.9,0.1,,,0.1,0.1,23.4,,0.4,0.1,4.4,0.1,34.6,0.2,,,0.5449,,,,,0.2
6/4/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2021 07:00,0.1,0.1,0.1,,,,41.2,,0.1,,,0.1,,0.1,0.1,,,,,0.542,,,6.7,0.1,0.1,,31,55.3,0.6,,,2.1,0.1,,,0.2,0.1,24.3,,0.1,0.1,2.2,0.1,34.3,0.2,,,0.5419,,,,,0.2
6/11/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2021 07:00,0.1,0.1,0.1,,,,43.5,,0.1,,,0.1,,0.1,0.1,,,,,0.5404,,,7.3,0.1,0.1,,29.6,52.4,0.5,,,2.7,0.1,,,0.2,0.1,22.8,,0.2,0.1,3,0.1,36,0.2,,,0.5403,,,,,0.1
6/18/2021 00:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2021 07:00,0.1,0.1,0.1,,,,38.4,,0.1,,,0.1,,0.1,0.1,,,,,,,,5.9,0.1,0.1,,34.2,60.1,0.7,,,0.1,0.1,,,0.1,0.1,25.9,,0.1,0.1,0.1,0.1,32.4,0.2,,,,,,,,0.2
6/21/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2021 10:00,0.1,0.1,0.1,,,,37.7,,0.1,,,0.1,,0.1,0.1,,,,,,,,5.5,0.1,0.1,,32.4,58.6,0.7,,,2.2,0.1,,,0.1,0.1,26.2,,0.2,0.1,2.5,0.1,32.1,0.2,,,,,,,,0.1
6/23/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
6/23/2021 07:00,,,,,0.5,,,,,0.5,,,,,,,0.5,0.5,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,0.1,,
6/24/2021 07:00,0.1,0.1,0.1,,,,33.9,,0.1,,,0.1,,0.1,0.1,,,,,0.5488,,,4.3,0.1,0.1,,35.1,63.8,0.7,,,1,0.1,,,0.1,0.1,28.7,,0.1,0.1,1,0.1,29.6,0.2,,,0.5487,,,,,0.2
6/25/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2021 07:00,,,,,0.5,,,,,0.5,,,,,,,0.5,0.5,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,
6/25/2021 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
6/28/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2021 07:00,0.1,0.1,0.1,,,,37,,0.1,,,0.1,,0.1,0.1,,,,,0.5474,,,5.1,0.1,0.1,,31.7,58.8,0.6,,,2.6,0.1,,,0.1,0.1,27.1,,0.3,0.1,3,0.1,31.8,0.2,,,0.5473,,,,,0.2
7/2/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2021 07:00,0.1,0.1,0.1,,,,38.9,,0.1,,,0.1,,0.1,0.1,,,,,0.5445,,,5.7,0.1,0.1,,33,57.8,0.7,,,1.9,0.1,,,0.1,0.1,24.8,,0.1,0.1,2,0.1,33.1,0.2,,,0.5444,,,,,0.2
7/9/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2021 10:00,0.1,0.1,0.1,,,,40,,0.1,,,0.1,,0.1,0.1,,,,,0.5453,,,5.6,0.1,0.1,,30.6,55,0.6,,,3.4,0.1,,,0.1,0.1,24.4,,0.3,0.1,3.8,0.1,34.3,0.2,,,0.5452,,,,,0.2
7/16/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2021 07:00,0.1,0.1,0.1,,,,42.2,,0.1,,,0.1,,0.1,0.1,,,,,0.5433,,,5.3,0.1,0.1,,30.8,53.9,0.5,,,2.5,0.1,,,0.1,0.1,23.1,,0.2,0.1,2.8,0.1,36.8,0.2,,,0.5432,,,,,0.2
7/18/2021 07:00,0.1,0.1,0.1,,,,42.3,,0.1,,,0.1,,0.1,0.1,,,,,,,,5.1,0.1,0.1,,31.5,55.4,0.5,,,1.1,0.1,,,0.1,0.1,23.9,,0.1,0.1,1.2,0.1,37.1,0.2,,,,,,,,0.1
7/19/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2021 07:00,0.1,0.1,0.1,,,,37.2,,0.1,,,0.1,,0.1,0.1,,,,,0.5459,,,5,0.1,0.1,,33.2,60.7,0.6,,,0.9,0.1,,,0.1,0.1,27.5,,0.1,0.1,0.9,0.1,32.2,0.2,,,0.5458,,,,,0.2
7/23/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2021 07:00,0.1,0.1,0.1,,,,45.6,,0.1,,,0.1,,0.1,0.1,,,,,0.5367,,,7.6,0.1,0.1,,31.3,52.8,0.6,,,0.5,0.1,,,0.2,0.1,21.5,,0.1,0.1,0.5,0.1,37.8,0.2,,,0.5366,,,,,0.1
7/30/2021 07:00,,,,,,,,,,,,,,,,,,,No. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2021 07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
